62,飙升榜
26,热歌榜
27,新歌榜
4,流行指数榜
67,听歌识曲榜
5,内地榜
59,香港地区榜
61,台湾地区榜
60,抖音排行榜
28,网络歌曲榜
57,电音榜
65,国风热歌榜
64,综艺新歌榜
29,影视金曲榜
70,达人音乐榜
36,K歌金曲榜
